,level_0,index,Unnamed: 0.1,Unnamed: 0,osmid,lat,long,CLARA_ID,BG_ID,population,CLARA_count,tt_min_ems,tt_second_ems,under_4_ems,under_10_ems,min_ems_id,min_ems_lat,min_ems_long,min_ems_name,second_ems_id,second_ems_lat,second_ems_long,second_ems_name,tt_min_fire,tt_second_fire,under_9_fire,under_14_fire,min_fire_id,min_fire_lat,min_fire_long,min_fire_name,second_fire_id,second_fire_lat,second_fire_long,second_fire_name,Community,tt_min_daycare,tt_second_daycare,under_15_daycare,min_daycare_id,min_daycare_lat,min_daycare_long,min_daycare_name,second_daycare_id,second_daycare_lat,second_daycare_long,second_daycare_name,tt_min_school,tt_second_school,under_15_school,min_school_id,min_school_lat,min_school_long,min_school_name,second_school_id,second_school_lat,second_school_long,second_school_name,tt_min_high_school,tt_second_high_school,under_15_high_school,min_high_school_id,min_high_school_lat,min_high_school_long,min_high_school_name,second_high_school_id,second_high_school_lat,second_high_school_long,second_high_school_name,tt_min_hospital,tt_second_hospital,under_30_hospital,min_hospital_id,min_hospital_lat,min_hospital_long,min_hospital_name,second_hospital_id,second_hospital_lat,second_hospital_long,second_hospital_name,tt_min_dialysis,tt_second_dialysis,under_30_dialysis,min_dialysis_id,min_dialysis_lat,min_dialysis_long,min_dialysis_name,second_dialysis_id,second_dialysis_lat,second_dialysis_long,second_dialysis_name,tt_min_trauma,tt_second_trauma,under_60_trauma,min_trauma_id,min_trauma_lat,min_trauma_long,min_trauma_name,second_trauma_id,second_trauma_lat,second_trauma_long,second_trauma_name,Shape_Area,tt_min_grocery,tt_second_grocery,under_15_grocery,min_grocery_id,min_grocery_lat,min_grocery_long,min_grocery_name,second_grocery_id,second_grocery_lat,second_grocery_long,second_grocery_name
6128,4517,4517,129,129,123861837,29.6874397,-91.1520338,70906,{'221010401002'},40.0,3.0,92.3,299.40000000000003,1,5,12599,29.69244583,-91.1645259,MORGAN CITY FIRE DEPARTMENT STATION 4,12715,29.70085613,-91.19481365,MORGAN CITY FIRE DEPARTMENT STATION 3 - CENTRAL,104.3,297.30000000000007,6,7,43437,29.692499999734128,-91.167723,Morgan City Fire Department Station 4 Wyandotte Station,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,Morgan City,279.79999999999995,330.6,5,50820,29.6623349,-91.1048897,ST. MARY PARISH - WINNIE THE POOH,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,165.89999999999998,299.19999999999993,5,35536,29.6912023,-91.17583501,WYANDOTTE ELEMENTARY SCHOOL,22415,29.66389937,-91.1035739,J.S. AUCOIN ELEMENTARY SCHOOL,419.79999999999984,565.9,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,352.9999999999999,1482.8,4,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2762,29.66480849,-90.77100602,"COMPASS BEHAVIORAL CENTER OF HOUMA, LLC",342.6999999999999,1761.7999999999995,3,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4251.9000000000015,5092.7,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,222762.954052,155.5,221.9,5,601,29.692926,-91.1780865,Circle K,1441,29.697084,-91.17522,Jonny's Food Mart
6129,4518,4518,130,130,123862104,29.710241,-91.246359,70507,{'221010405002'},30.0,1.0,286.79999999999995,297.6,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,8.8,134.8,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,15.400000000000002,34.1,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",45.400000000000006,202.5,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,64.80000000000001,391.69999999999993,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,325.0,1360.5000000000002,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,314.7,1434.5,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,3931.7,5307.499999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,8400.512858,4.0,138.9,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6130,4519,4519,131,131,123862114,29.712622,-91.245708,68017,{'221010405002'},93.0,2.0,313.4,324.2,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,35.4,161.4,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,42.0,60.7,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",38.9,229.1,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,55.4,418.29999999999984,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,351.5999999999999,1387.1000000000004,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,341.2999999999999,1461.1,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,3958.0,5333.7999999999965,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,36310.75637,30.6,165.50000000000003,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6131,4519,4519,131,131,123862114,29.712622,-91.245708,69789,{'221010405002'},93.0,2.0,313.4,324.2,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,35.4,161.4,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,42.0,60.7,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",38.9,229.1,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,55.4,418.29999999999984,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,351.5999999999999,1387.1000000000004,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,341.2999999999999,1461.1,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,3958.0,5333.7999999999965,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,36310.75637,30.6,165.50000000000003,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6132,4520,4520,132,132,123862117,29.713422,-91.245486,70066,{'221010405002'},61.0,1.0,322.4,333.2,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,44.4,170.4,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,51.0,69.7,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",47.7,238.1,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,46.4,427.29999999999984,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,360.5999999999999,1396.1000000000004,2,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,350.2999999999999,1470.1,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,3966.8,5342.599999999997,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,28886.11147,39.6,174.50000000000003,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6133,4521,4521,133,133,123862120,29.714227,-91.245263,69175,{'221010405002'},79.0,1.0,331.4,342.2,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,53.4,179.4,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,60.0,78.7,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",56.5,247.1,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,37.4,436.29999999999984,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,369.5999999999999,1405.1000000000004,2,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,359.2999999999999,1479.1,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,3975.7,5351.499999999997,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,28816.77669,48.6,183.50000000000003,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6134,4522,4522,134,134,123862139,29.716709,-91.245753,67841,{'221010405002'},46.0,1.0,364.8,375.6,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,86.8,212.8,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,93.4,112.1,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",89.9,280.5,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,70.8,469.69999999999993,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,403.0,1438.5000000000005,2,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,392.7,1512.5,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4008.7,5384.499999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,18428.20467,82.0,216.9,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6135,4523,4523,135,135,123862194,29.718914,-91.245125,69787,{'221010405002'},226.0,2.0,389.5,400.3,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,111.5,237.5,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,118.1,136.79999999999998,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",114.6,305.2,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,95.5,494.3999999999998,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,427.6999999999999,1463.2000000000005,2,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,417.3999999999999,1537.2,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4033.1,5408.899999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,375024.73569,106.7,241.6,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6136,4523,4523,135,135,123862194,29.718914,-91.245125,70686,{'221010405002'},226.0,2.0,389.5,400.3,0,5,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,111.5,237.5,7,7,43294,29.710993000182302,-91.244409,Berwick Volunteer Fire Department Ray Raspberry Substation,43267,29.701106999729,-91.225096,Berwick Volunteer Fire Department Golden Farms Fire Substation,Morgan City,118.1,136.79999999999998,5,50784,29.7098,-91.24252,ST. MARY PARISH - TWEETY BIRD HEAD START,51384,29.7094497,-91.2427325,"A CHILDS PLACE DAYCARE AND LEARNING CENTER NUMBER 2, LLC",114.6,305.2,5,53088,29.71169471,-91.23942067,BERWICK JUNIOR HIGH SCHOOL,65403,29.68751702,-91.26446049,BAYOU VISTA ELEMENTARY SCHOOL,95.5,494.3999999999998,3,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,427.6999999999999,1463.2000000000005,2,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,417.3999999999999,1537.2,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4033.1,5408.899999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,375024.73569,106.7,241.6,5,833,29.710674,-91.2458205,Country Club Express Inc,2146,29.695878,-91.2685815,Pic a Pac Grocery
6137,4524,4524,136,136,123862239,29.71098,-91.217223,70973,{'221010404001'},31.0,1.0,55.3,123.79999999999998,3,5,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,200.2,211.0,7,7,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,47283,29.693003000264845,-91.219208,Berwick Volunteer Fire Department V J Bella Central Station,Morgan City,88.49999999999999,145.0,5,50783,29.716741,-91.209902,IMMANUEL CHRISTIAN EARLY LEARNING CENTER,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,35.8,150.90000000000003,5,11734,29.7115879,-91.21476375,JULIA B. MAITLAND SCHOOL,60184,29.70791595,-91.20443774,M.E. NORMAN ELEMENTARY SCHOOL,144.70000000000002,376.1,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,177.29999999999998,1501.1000000000004,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,193.2,1575.1,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4072.1,5149.399999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,7803.256686,60.6,66.9,5,1991,29.70828,-91.2118455,My Sister's Pantry,1186,29.706732,-91.211688,Ganaway's Grocery
6138,4525,4525,137,137,123862245,29.711382,-91.216235,68310,"{'221010404002', '221010404001'}",172.0,2.0,45.0,134.1,3,5,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,189.9,200.7,7,7,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,47283,29.693003000264845,-91.219208,Berwick Volunteer Fire Department V J Bella Central Station,Morgan City,95.6,134.7,5,50783,29.716741,-91.209902,IMMANUEL CHRISTIAN EARLY LEARNING CENTER,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,25.5,140.6,5,11734,29.7115879,-91.21476375,JULIA B. MAITLAND SCHOOL,60184,29.70791595,-91.20443774,M.E. NORMAN ELEMENTARY SCHOOL,134.4,365.8,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,166.99999999999997,1490.8000000000004,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,184.6,1564.8,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4061.9,5159.599999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,74633.15413,50.3,56.6,5,1991,29.70828,-91.2118455,My Sister's Pantry,1186,29.706732,-91.211688,Ganaway's Grocery
6139,4525,4525,137,137,123862245,29.711382,-91.216235,69635,"{'221010404002', '221010404001'}",172.0,2.0,45.0,134.1,3,5,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,189.9,200.7,7,7,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,47283,29.693003000264845,-91.219208,Berwick Volunteer Fire Department V J Bella Central Station,Morgan City,95.6,134.7,5,50783,29.716741,-91.209902,IMMANUEL CHRISTIAN EARLY LEARNING CENTER,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,25.5,140.6,5,11734,29.7115879,-91.21476375,JULIA B. MAITLAND SCHOOL,60184,29.70791595,-91.20443774,M.E. NORMAN ELEMENTARY SCHOOL,134.4,365.8,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,166.99999999999997,1490.8000000000004,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,184.6,1564.8,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4061.9,5159.599999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,74633.15413,50.3,56.6,5,1991,29.70828,-91.2118455,My Sister's Pantry,1186,29.706732,-91.211688,Ganaway's Grocery
6140,4526,4526,138,138,123862249,29.71313,-91.211964,70534,{'221010404002'},166.0,2.0,46.2,167.10000000000002,3,5,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,191.1,201.89999999999995,7,7,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,47283,29.693003000264845,-91.219208,Berwick Volunteer Fire Department V J Bella Central Station,Morgan City,57.5,135.89999999999998,5,50783,29.716741,-91.209902,IMMANUEL CHRISTIAN EARLY LEARNING CENTER,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,26.7,125.40000000000002,5,11734,29.7115879,-91.21476375,JULIA B. MAITLAND SCHOOL,60184,29.70791595,-91.20443774,M.E. NORMAN ELEMENTARY SCHOOL,89.80000000000001,367.0,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,152.10000000000002,1492.0000000000005,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,165.20000000000002,1566.0,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4063.1,5118.699999999997,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,62393.7986,35.3,51.5,5,2219,29.714958,-91.211202,Quick General Mini Mart,1991,29.70828,-91.2118455,My Sister's Pantry
6141,4526,4526,138,138,123862249,29.71313,-91.211964,70970,{'221010404002'},166.0,2.0,46.2,167.10000000000002,3,5,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,191.1,201.89999999999995,7,7,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,47283,29.693003000264845,-91.219208,Berwick Volunteer Fire Department V J Bella Central Station,Morgan City,57.5,135.89999999999998,5,50783,29.716741,-91.209902,IMMANUEL CHRISTIAN EARLY LEARNING CENTER,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,26.7,125.40000000000002,5,11734,29.7115879,-91.21476375,JULIA B. MAITLAND SCHOOL,60184,29.70791595,-91.20443774,M.E. NORMAN ELEMENTARY SCHOOL,89.80000000000001,367.0,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,152.10000000000002,1492.0000000000005,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,165.20000000000002,1566.0,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4063.1,5118.699999999997,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,62393.7986,35.3,51.5,5,2219,29.714958,-91.211202,Quick General Mini Mart,1991,29.70828,-91.2118455,My Sister's Pantry
6142,4527,4527,139,139,123862251,29.713818,-91.210256,69151,{'221010402004'},29.0,1.0,64.0,184.90000000000003,3,4,12292,29.70868188,-91.21264108,MORGAN CITY FIRE DEPARTMENT STATION 2,12609,29.69439056,-91.20843633,MORGAN CITY FIRE DEPARTMENT STATION 1,206.1,219.7,7,7,47279,29.70040299953932,-91.194022,Morgan City Fire Department Station 3 Central Station,47283,29.693003000264845,-91.219208,Berwick Volunteer Fire Department V J Bella Central Station,Morgan City,39.7,153.70000000000002,5,50783,29.716741,-91.209902,IMMANUEL CHRISTIAN EARLY LEARNING CENTER,51388,29.69907,-91.20428,ST. MARY PARISH - BABY BEAR HEAD START CENTER,44.5,107.6,5,11734,29.7115879,-91.21476375,JULIA B. MAITLAND SCHOOL,60184,29.70791595,-91.20443774,M.E. NORMAN ELEMENTARY SCHOOL,72.0,384.8,3,51267,29.71701287,-91.20438525,MORGAN CITY HIGH SCHOOL,18727,29.71440031,-91.24017917,BERWICK HIGH SCHOOL,134.3,1509.8000000000004,3,2849,29.7085886,-91.2010191,OCHSNER ST. MARY,2782,29.80074801,-91.52382805,FRANKLIN FOUNDATION HOSPITAL,147.4,1583.8,2,5884,29.7091,-91.1991,MORGAN CITY DIALYSIS CTR,6450,29.8057,-91.4983,FMCNA - FRANKLIN,4080.6,5101.199999999998,0,2838,30.2026861,-92.01936274,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,2855,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,15420.08343,17.5,69.30000000000001,5,2219,29.714958,-91.211202,Quick General Mini Mart,1991,29.70828,-91.2118455,My Sister's Pantry
